formula,T,Cp
Cl1Li1,1900.0,82.863
Cl1Li1,1800.0,80.797
Cl1Li1,1700.0,78.73100000000002
Cl1Li1,1600.0,76.663
Cl1Li1,1500.0,74.598
Cl1Li1,1400.0,72.53399999999998
Cl1Li1,1300.0,70.452
Cl1Li1,1200.0,68.358
Cl1Li1,1100.0,66.266
Cl1Li1,1000.0,64.17
Cl1Li1,900.0,62.06100000000001
Cl1Li1,883.0,61.702
Cl1Li1,800.0,59.93600000000001
Cl1Li1,700.0,57.78100000000001
Cl1Li1,600.0,55.593
Cl1Li1,500.0,53.342
Cl1Li1,400.0,50.968999999999994
Cl1Li1,300.0,48.095
Cl1Li1,298.0,48.028
Fe0.877S1,1700.0,86.10700000000001
Fe0.877S1,1600.0,79.161
Fe0.877S1,1500.0,72.676
Fe0.877S1,1400.0,67.195
Fe0.877S1,1300.0,62.676
Fe0.877S1,1200.0,59.12
Fe0.877S1,1100.0,55.396
Fe0.877S1,1000.0,52.007
Fe0.877S1,900.0,52.886
Fe0.877S1,800.0,53.848
Fe0.877S1,700.0,55.56399999999999
Fe0.877S1,600.0,58.11600000000001
Fe0.877S1,598.0,68.563
Fe0.877S1,598.0,58.175
Fe0.877S1,500.0,62.383
Fe0.877S1,400.0,56.148999999999994
Fe0.877S1,300.0,50.0
Fe0.877S1,298.0,49.883
Fe1H2O2,1400.0,125.436
Fe1H2O2,1200.0,125.102
Fe1H2O2,1100.0,124.516
Fe1H2O2,1000.0,123.38600000000001
Fe1H2O2,900.0,121.545
Fe1H2O2,800.0,118.95100000000001
Fe1H2O2,700.0,115.478
Fe1H2O2,600.0,111.294
Fe1H2O2,500.0,106.77600000000001
Fe1H2O2,400.0,102.09
Fe1H2O2,300.0,97.152
Fe1H2O2,298.0,97.069
Cs1H1O1,900.0,83.68
Cs1H1O1,800.0,83.68
Cs1H1O1,700.0,83.68
Cs1H1O1,600.0,83.68
Cs1H1O1,588.0,83.68
Cs1H1O1,500.0,83.68
Cs1H1O1,493.0,82.17399999999998
Cs1H1O1,493.0,83.68
Cs1H1O1,410.0,74.99
Cs1H1O1,410.0,75.22800000000002
Cs1H1O1,400.0,74.392
Cs1H1O1,300.0,67.99
Cs1H1O1,298.0,67.872
Cl2Hg2,1400.0,126.311
Cl2Hg2,1300.0,125.169
Cl2Hg2,1200.0,123.846
Cl2Hg2,1100.0,122.34
Cl2Hg2,1000.0,120.667
Cl2Hg2,900.0,118.82600000000001
Cl2Hg2,800.0,116.81700000000001
Cl2Hg2,700.0,114.55799999999999
Cl2Hg2,600.0,112.131
Cl2Hg2,500.0,109.32799999999999
Cl2Hg2,400.0,106.023
Cl2Hg2,300.0,102.04799999999999
Cl2Hg2,298.0,101.96799999999999
Co1,2400.0,37.656
Co1,2300.0,37.656
Co1,2200.0,37.656
Co1,2100.0,37.656
Co1,2000.0,37.656
Co1,1900.0,37.656
Co1,1800.0,37.656
Co1,1768.0,37.99
Co1,1700.0,37.782
Co1,1600.0,38.284
Co1,1500.0,39.74800000000001
Co1,1400.0,44.225
Co1,1394.0,54.978
Co1,1394.0,54.998999999999995
Co1,1300.0,48.66
Co1,1200.0,43.221000000000004
Co1,1100.0,39.832
Co1,1000.0,36.986999999999995
Co1,900.0,34.518
Co1,800.0,32.426
Co1,700.1,31.046999999999997
Co1,700.1,30.583000000000002
Co1,700.0,31.045
Co1,600.0,29.665
Co1,500.0,28.2
Co1,450.0,27.39
Co1,400.0,26.526999999999997
Co1,350.0,25.682
Co1,300.0,24.833000000000002
Co1,298.0,24.802
Cu1H2O2,1400.0,122.04700000000001
Cu1H2O2,1300.0,121.88
Cu1H2O2,1200.0,121.50299999999999
Cu1H2O2,1100.0,120.75
Cu1H2O2,1000.0,119.662
Cu1H2O2,900.0,117.98899999999999
Cu1H2O2,800.0,115.56200000000001
Cu1H2O2,700.0,112.131
Cu1H2O2,600.0,108.031
Cu1H2O2,500.0,103.76299999999999
Cu1H2O2,400.0,99.49600000000001
Cu1H2O2,300.0,95.228
Cu1H2O2,298.0,95.186
Al1Li1O2,298.0,67.777
Al1Li1O2,2100.0,117.294
Al1Li1O2,2000.0,116.022
Al1Li1O2,1973.0,115.679
Al1Li1O2,1900.0,114.74600000000001
Al1Li1O2,1800.0,113.449
Al1Li1O2,1700.0,112.14
Al1Li1O2,1600.0,110.81299999999999
Al1Li1O2,1500.0,109.46600000000001
Al1Li1O2,1400.0,108.089
Al1Li1O2,1300.0,106.671
Al1Li1O2,1200.0,105.198
Al1Li1O2,1100.0,103.654
Al1Li1O2,1000.0,102.006
Al1Li1O2,900.0,100.20299999999999
Al1Li1O2,800.0,98.165
Al1Li1O2,700.0,95.751
Al1Li1O2,600.0,92.68799999999999
Al1Li1O2,500.0,88.40799999999999
Al1Li1O2,400.0,81.546
Al1Li1O2,300.0,68.128
Co1F2,1900.0,87.441
Co1F2,1800.0,87.14
Co1F2,1700.0,86.831
Co1F2,1600.0,86.51700000000002
Co1F2,1500.0,86.186
Co1F2,1400.0,85.839
Co1F2,1400.0,85.839
Co1F2,1300.0,85.475
Co1F2,1200.0,85.07700000000001
Co1F2,1100.0,84.646
Co1F2,1000.0,84.161
Co1F2,900.0,83.59200000000001
Co1F2,800.0,82.902
Co1F2,700.0,82.015
Co1F2,600.0,80.789
Co1F2,500.0,78.92699999999998
Co1F2,400.0,75.714
Co1F2,300.0,69.041
Co1F2,298.0,68.90899999999999
Br2Fe1,298.0,80.232
Br2Fe1,1400.0,104.759
Br2Fe1,1300.0,102.53299999999999
Br2Fe1,1200.0,100.307
Br2Fe1,1100.0,98.081
Br2Fe1,1000.0,95.855
Br2Fe1,964.0,95.054
Br2Fe1,900.0,93.63
Br2Fe1,800.0,91.404
Br2Fe1,700.0,89.178
Br2Fe1,650.0,88.061
Br2Fe1,650.0,88.069
Br2Fe1,600.0,86.95200000000001
Br2Fe1,500.0,84.726
Br2Fe1,400.0,82.5
Br2Fe1,300.0,80.274
Fe1I2,1400.0,142.256
Fe1I2,1300.0,142.256
Fe1I2,1200.0,142.256
Fe1I2,1100.0,141.188
Fe1I2,1000.0,136.817
Fe1I2,900.0,126.22399999999999
Fe1I2,860.0,120.005
Fe1I2,800.0,110.876
Fe1I2,700.0,95.395
Fe1I2,650.0,84.546
Fe1I2,650.0,87.86399999999998
Fe1I2,600.0,84.425
Fe1I2,500.0,84.182
Fe1I2,400.0,83.931
Fe1I2,300.0,83.68
Fe1I2,298.0,83.68
Ga1,450.0,27.916
Ga1,400.0,27.46
Ga1,350.0,27.004
Ga1,302.92,26.13300000000001
Ga1,300.0,26.090999999999998
Ga1,298.0,26.064
Cl2Cu1,1400.0,84.75
Cl2Cu1,1300.0,84.19
Cl2Cu1,1200.0,83.60700000000001
Cl2Cu1,1100.0,83.001
Cl2Cu1,1000.0,82.37
Cl2Cu1,900.0,81.655
Cl2Cu1,800.0,80.885
Cl2Cu1,700.0,79.956
Cl2Cu1,600.0,78.785
Cl2Cu1,500.0,77.278
Cl2Cu1,400.0,75.061
Cl2Cu1,300.0,71.923
Cl2Cu1,298.0,71.881
Fe0.947O1,2400.0,64.74
Fe0.947O1,2300.0,64.601
Fe0.947O1,2200.0,64.434
Fe0.947O1,2100.0,64.238
Fe0.947O1,2000.0,64.015
Fe0.947O1,1900.0,63.69600000000001
Fe0.947O1,1800.0,63.303999999999995
Fe0.947O1,1700.0,62.787
Fe0.947O1,1600.0,62.065
Fe0.947O1,1500.0,61.211999999999996
Fe0.947O1,1400.0,60.358000000000004
Fe0.947O1,1300.0,59.496
Fe0.947O1,1200.0,58.63
Fe0.947O1,1100.0,57.76
Fe0.947O1,1000.0,56.87300000000001
Fe0.947O1,900.0,55.968999999999994
Fe0.947O1,800.0,55.041000000000004
Fe0.947O1,700.0,54.07
Fe0.947O1,600.0,53.028
Fe0.947O1,500.0,51.848
Fe0.947O1,400.0,50.38
Fe0.947O1,300.0,48.183
Fe0.947O1,298.0,48.11600000000001
Be1Cl2,298.0,64.852
Be1Cl2,1400.0,85.234
Be1Cl2,1300.0,85.007
Be1Cl2,1200.0,84.67200000000003
Be1Cl2,1100.0,84.23
Be1Cl2,1000.0,83.68
Be1Cl2,900.0,83.023
Be1Cl2,800.0,82.257
Be1Cl2,700.0,81.358
Be1Cl2,688.0,81.278
Be1Cl2,600.0,80.082
Be1Cl2,500.0,77.53
Be1Cl2,400.0,72.76
Be1Cl2,300.0,65.01899999999999
Cl1K1,298.0,51.287
Cl1K1,1400.0,82.006
Cl1K1,1300.0,79.49600000000002
Cl1K1,1200.0,76.149
Cl1K1,1100.0,71.965
Cl1K1,1044.0,69.28699999999999
Cl1K1,1000.0,66.969
Cl1K1,900.0,62.911
Cl1K1,800.0,60.078
Cl1K1,700.0,58.003
Cl1K1,600.0,56.317
Cl1K1,500.0,54.751999999999995
Cl1K1,400.0,53.137
Cl1K1,300.0,51.32899999999999
F1Na1,2900.0,71.128
F1Na1,2800.0,71.128
F1Na1,2700.0,71.128
F1Na1,2600.0,71.128
F1Na1,2500.0,71.128
F1Na1,2400.0,71.128
F1Na1,2300.0,71.128
F1Na1,2200.0,71.128
F1Na1,2100.0,71.128
F1Na1,2000.0,71.128
F1Na1,1900.0,71.128
F1Na1,1800.0,71.128
F1Na1,1700.0,71.128
F1Na1,1600.0,71.128
F1Na1,1500.0,70.626
F1Na1,1400.0,69.16199999999999
F1Na1,1300.0,66.944
F1Na1,1269.0,66.149
F1Na1,1200.0,64.266
F1Na1,1100.0,61.756
F1Na1,1000.0,59.505
F1Na1,900.0,57.492
F1Na1,800.0,55.71
F1Na1,700.0,54.123999999999995
F1Na1,600.0,52.677
F1Na1,500.0,51.262
F1Na1,400.0,49.597
F1Na1,300.0,46.924
F1Na1,298.0,46.852
Fe3O4,2900.0,200.832
Fe3O4,2800.0,200.832
Fe3O4,2700.0,200.832
Fe3O4,2600.0,200.832
Fe3O4,2500.0,200.832
Fe3O4,2400.0,200.832
Fe3O4,2300.0,200.832
Fe3O4,2200.0,200.832
Fe3O4,2100.0,200.832
Fe3O4,2000.0,200.832
Fe3O4,1900.0,200.832
Fe3O4,1800.0,200.832
Fe3O4,1700.0,200.832
Fe3O4,1600.0,200.832
Fe3O4,1500.0,200.832
Fe3O4,1400.0,200.832
Fe3O4,1300.0,200.832
Fe3O4,1200.0,200.832
Fe3O4,1100.0,200.832
Fe3O4,1000.0,200.832
Fe3O4,900.0,273.05
Fe3O4,900.0,273.05
Fe3O4,900.0,200.832
Fe3O4,800.0,252.88099999999997
Fe3O4,700.0,232.71400000000003
Fe3O4,600.0,212.547
Fe3O4,500.0,192.38
Fe3O4,400.0,171.12599999999995
Fe3O4,300.0,147.695
Fe3O4,298.0,147.235
H1Na1O1,1400.0,86.023
H1Na1O1,1300.0,86.023
H1Na1O1,1200.0,86.023
H1Na1O1,1100.0,86.023
H1Na1O1,1000.0,86.023
H1Na1O1,900.0,86.023
H1Na1O1,800.0,86.023
H1Na1O1,700.0,86.023
H1Na1O1,600.0,86.023
H1Na1O1,596.0,86.023
H1Na1O1,572.0,85.887
H1Na1O1,572.0,86.023
H1Na1O1,500.0,75.157
H1Na1O1,400.0,64.936
H1Na1O1,300.0,59.663999999999994
H1Na1O1,298.0,59.53
Cl1Na1O4,298.0,111.294
Cl1Na1O4,1400.0,205.267
Cl1Na1O4,1300.0,201.083
Cl1Na1O4,1200.0,196.648
Cl1Na1O4,1100.0,191.96200000000002
Cl1Na1O4,1000.0,187.025
Cl1Na1O4,900.0,181.58599999999998
Cl1Na1O4,800.0,175.72799999999995
Cl1Na1O4,700.0,168.511
Cl1Na1O4,600.0,160.247
Cl1Na1O4,581.0,158.57399999999996
Cl1Na1O4,581.0,158.57399999999996
Cl1Na1O4,500.0,150.20600000000005
Cl1Na1O4,400.0,135.98
Cl1Na1O4,300.0,111.713
B1F4K1,298.0,114.48299999999999
B1F4K1,1400.0,177.456
B1F4K1,1300.0,173.03799999999995
B1F4K1,1200.0,168.61900000000003
B1F4K1,1100.0,164.197
B1F4K1,1000.0,159.779
B1F4K1,900.0,155.356
B1F4K1,843.0,152.838
B1F4K1,800.0,150.938
B1F4K1,700.0,146.519
B1F4K1,600.0,142.097
B1F4K1,556.0,156.02700000000004
B1F4K1,556.0,140.14600000000002
B1F4K1,500.0,146.963
B1F4K1,400.0,130.817
B1F4K1,300.0,114.78
H1Li1,1400.0,89.29899999999998
H1Li1,1300.0,83.994
H1Li1,1200.0,78.68
H1Li1,1100.0,73.362
H1Li1,1000.0,68.028
H1Li1,961.8,65.985
H1Li1,900.0,62.676
H1Li1,800.0,57.3
H1Li1,700.0,51.876999999999995
H1Li1,600.0,46.38
H1Li1,500.0,40.735
H1Li1,400.0,34.794000000000004
H1Li1,300.0,28.083000000000002
H1Li1,298.0,27.956999999999997
Hg1O1,900.0,58.62600000000001
Hg1O1,800.0,57.50899999999999
Hg1O1,700.0,56.066
Hg1O1,600.0,54.12
Hg1O1,500.0,51.631
Hg1O1,400.0,48.325
Hg1O1,300.0,44.145
Hg1O1,298.0,44.062
Be3N2,298.0,64.358
Be3N2,2900.0,129.692
Be3N2,2800.0,129.67700000000002
Be3N2,2700.0,129.659
Be3N2,2600.0,129.639
Be3N2,2500.0,129.615
Be3N2,2473.0,129.606
Be3N2,2400.0,129.588
Be3N2,2300.0,129.559
Be3N2,2200.0,129.526
Be3N2,2100.0,129.49
Be3N2,2000.0,129.452
Be3N2,1900.0,129.411
Be3N2,1800.0,129.366
Be3N2,1700.0,129.319
Be3N2,1600.0,129.269
Be3N2,1500.0,129.047
Be3N2,1400.0,128.616
Be3N2,1300.0,127.926
Be3N2,1200.0,126.92200000000001
Be3N2,1100.0,125.52
Be3N2,1000.0,123.61200000000001
Be3N2,900.0,121.04299999999999
Be3N2,800.0,117.59100000000001
Be3N2,700.0,112.92200000000001
Be3N2,600.0,106.516
Be3N2,500.0,97.512
Be3N2,400.0,84.43299999999998
Be3N2,300.0,64.668
I2Mo1,1400.0,96.445
I2Mo1,1300.0,95.199
I2Mo1,1200.0,93.95200000000001
I2Mo1,1100.0,92.705
I2Mo1,1000.0,91.458
I2Mo1,900.0,90.211
I2Mo1,800.0,88.964
I2Mo1,700.0,87.71799999999998
I2Mo1,600.0,86.471
I2Mo1,500.0,85.22399999999998
I2Mo1,400.0,83.977
I2Mo1,300.0,82.73
I2Mo1,298.0,82.705
Cu1F1,1900.0,64.434
Cu1F1,1800.0,64.434
Cu1F1,1700.0,64.434
Cu1F1,1600.0,64.434
Cu1F1,1500.0,64.434
Cu1F1,1400.0,64.378
Cu1F1,1300.0,64.266
Cu1F1,1200.0,64.057
Cu1F1,1100.0,63.763999999999996
Cu1F1,1000.0,63.346000000000004
Cu1F1,900.0,62.802
Cu1F1,800.0,62.007
Cu1F1,700.0,60.96100000000001
Cu1F1,600.0,59.58
Cu1F1,500.0,57.65600000000001
Cu1F1,400.0,55.145
Cu1F1,300.0,51.965
Cu1F1,298.0,51.882
Cr1N1,298.0,52.677
Cr1N1,2400.0,62.467
Cr1N1,2300.0,61.714
Cr1N1,2200.0,61.003
Cr1N1,2100.0,60.375
Cr1N1,2000.0,59.831
Cr1N1,1900.0,59.078
Cr1N1,1800.0,58.367
Cr1N1,1700.0,57.696999999999996
Cr1N1,1600.0,57.028
Cr1N1,1500.0,56.379
Cr1N1,1400.0,55.68899999999999
Cr1N1,1300.0,55.02
Cr1N1,1200.0,54.391999999999996
Cr1N1,1100.0,53.723
Cr1N1,1000.0,53.053000000000004
Cr1N1,900.0,52.38399999999999
Cr1N1,800.0,51.714
Cr1N1,700.0,51.086999999999996
Cr1N1,600.0,50.417
Cr1N1,500.0,49.74800000000001
Cr1N1,400.0,49.078
Cr1N1,300.0,51.393
Fe1H3O3,1400.0,174.68200000000004
Fe1H3O3,1300.0,173.218
Fe1H3O3,1200.0,171.12599999999995
Fe1H3O3,1100.0,168.40599999999995
Fe1H3O3,1000.0,164.85
Fe1H3O3,900.0,160.247
Fe1H3O3,800.0,154.808
Fe1H3O3,700.0,148.114
Fe1H3O3,600.0,140.582
Fe1H3O3,500.0,129.704
Fe1H3O3,400.0,117.98899999999999
Fe1H3O3,300.0,102.09
Fe1H3O3,298.0,101.671
Al1I3,298.0,98.91
Al1I3,1400.0,129.501
Al1I3,1300.0,129.319
Al1I3,1200.0,129.16
Al1I3,1100.0,128.875
Al1I3,1000.0,128.44899999999998
Al1I3,900.0,127.90100000000001
Al1I3,800.0,126.91799999999999
Al1I3,700.0,125.06299999999999
Al1I3,600.0,121.986
Al1I3,500.0,116.90100000000001
Al1I3,464.15,114.61399999999999
Al1I3,400.0,108.53299999999999
Al1I3,300.0,99.07700000000001
I2Pb1,900.0,102.428
I2Pb1,800.0,95.102
I2Pb1,700.0,88.743
I2Pb1,683.0,87.78
I2Pb1,600.0,83.713
I2Pb1,500.0,80.391
I2Pb1,400.0,78.85600000000002
I2Pb1,300.0,77.613
I2Pb1,298.0,77.57300000000002
I4Zr1,900.0,138.365
I4Zr1,800.0,137.15200000000002
I4Zr1,700.0,135.938
I4Zr1,600.0,134.599
I4Zr1,500.0,133.009
I4Zr1,400.0,131.001
I4Zr1,300.0,127.88
I4Zr1,298.0,127.8
Hf1,2400.0,42.073
Hf1,2300.0,41.372
Hf1,2200.0,40.671
Hf1,2100.0,39.97
Hf1,2054.0,39.648
Hf1,2000.0,39.269
Hf1,1900.0,38.569
Hf1,1800.0,37.868
Hf1,1700.0,37.167
Hf1,1600.0,36.466
Hf1,1500.0,35.765
Hf1,1400.0,35.064
Hf1,1300.0,34.372
Hf1,1200.0,33.571999999999996
Hf1,1100.0,32.759
Hf1,1000.0,31.943
Hf1,900.0,31.12
Hf1,800.0,30.288
Hf1,700.0,29.445
Hf1,600.0,28.583000000000002
Hf1,500.0,27.691999999999997
Hf1,450.0,27.23
Hf1,400.0,26.750999999999998
Hf1,350.0,26.247
Hf1,300.0,25.708000000000002
Hf1,298.0,25.686999999999998
F2Hg2,1400.0,125.825
F2Hg2,1300.0,124.87200000000001
F2Hg2,1200.0,123.709
F2Hg2,1100.0,122.334
F2Hg2,1000.0,120.74799999999999
F2Hg2,900.0,118.95100000000001
F2Hg2,800.0,116.943
F2Hg2,700.0,114.516
F2Hg2,600.0,111.671
F2Hg2,500.0,108.40700000000001
F2Hg2,400.0,104.684
F2Hg2,300.0,100.5
F2Hg2,298.0,100.416
I2Sr1,1400.0,108.24
I2Sr1,1300.0,105.493
I2Sr1,1200.0,102.71700000000001
I2Sr1,1100.0,99.971
I2Sr1,1000.0,97.236
I2Sr1,900.0,94.492
I2Sr1,811.0,92.04799999999999
I2Sr1,800.0,91.755
I2Sr1,700.0,88.994
I2Sr1,600.0,86.274
I2Sr1,500.0,83.51299999999998
I2Sr1,400.0,80.751
I2Sr1,300.0,78.032
I2Sr1,298.0,77.94800000000002
C1N1Na1,298.0,68.681
C1N1Na1,288.5001548,111.06299999999999
C1N1Na1,1900.0,70.191
C1N1Na1,1800.0,70.09
C1N1Na1,1700.0,69.988
C1N1Na1,1600.0,69.885
C1N1Na1,1500.0,69.781
C1N1Na1,1400.0,69.676
C1N1Na1,1300.0,69.57
C1N1Na1,1200.0,69.462
C1N1Na1,1100.0,69.354
C1N1Na1,1000.0,69.245
C1N1Na1,900.0,69.145
C1N1Na1,835.0,69.082
C1N1Na1,800.0,69.046
C1N1Na1,700.0,68.945
C1N1Na1,600.0,68.848
C1N1Na1,500.0,68.752
C1N1Na1,300.0,68.575
C1N1Na1,288.0,111.06200000000001
K2O4S1,1100.0,239.365
K2O4S1,1000.0,226.11599999999999
K2O4S1,900.0,212.865
K2O4S1,857.0,207.169
K2O4S1,800.0,199.61900000000003
K2O4S1,700.0,186.368
K2O4S1,600.0,172.52700000000004
K2O4S1,500.0,160.733
K2O4S1,400.0,147.649
K2O4S1,300.0,131.666
K2O4S1,298.0,131.319
Mg1O3Si1,2400.0,122.432
Mg1O3Si1,2300.0,122.432
Mg1O3Si1,2200.0,122.432
Mg1O3Si1,2100.0,122.432
Mg1O3Si1,2000.0,122.432
Mg1O3Si1,1900.0,122.432
Mg1O3Si1,1850.0,122.432
Mg1O3Si1,1800.0,122.432
Mg1O3Si1,1700.0,122.432
Mg1O3Si1,1600.0,122.432
Mg1O3Si1,1500.0,122.432
Mg1O3Si1,1400.0,122.432
Mg1O3Si1,1300.0,122.432
Mg1O3Si1,1258.0,120.34
Mg1O3Si1,1258.0,122.432
Mg1O3Si1,1200.0,120.34
Mg1O3Si1,1100.0,120.34
Mg1O3Si1,1000.0,120.34
Mg1O3Si1,903.0,119.788
Mg1O3Si1,903.0,120.34
Mg1O3Si1,900.0,119.675
Mg1O3Si1,800.0,115.78
Mg1O3Si1,700.0,111.62100000000001
Mg1O3Si1,600.0,106.99700000000001
Mg1O3Si1,500.0,101.512
Mg1O3Si1,400.0,94.194
Mg1O3Si1,300.0,82.228
Mg1O3Si1,298.0,81.927
I2Zr1,1400.0,103.01
I2Zr1,1300.0,102.215
I2Zr1,1200.0,101.42
I2Zr1,1100.0,100.583
I2Zr1,1000.0,99.83
I2Zr1,900.0,99.62100000000001
I2Zr1,800.0,98.15700000000001
I2Zr1,700.0,97.445
I2Zr1,700.0,97.445
I2Zr1,600.0,96.609
I2Zr1,500.0,95.855
I2Zr1,400.0,95.01899999999999
I2Zr1,300.0,94.34899999999999
I2Zr1,298.0,94.14
H2Mg1,1900.0,74.883
H2Mg1,1800.0,74.475
H2Mg1,1700.0,74.08800000000002
H2Mg1,1600.0,73.722
H2Mg1,1500.0,73.204
H2Mg1,1400.0,72.592
H2Mg1,1300.0,71.76100000000002
H2Mg1,1200.0,70.751
H2Mg1,1100.0,69.486
H2Mg1,1000.0,67.99
H2Mg1,900.0,65.898
H2Mg1,800.0,63.095
H2Mg1,700.0,59.538000000000004
H2Mg1,600.0,55.229
H2Mg1,500.0,49.998999999999995
H2Mg1,400.0,43.303999999999995
H2Mg1,300.0,35.51
H2Mg1,298.0,35.334
H1K1,1400.0,63.301
H1K1,1300.0,62.701
H1K1,1200.0,61.923
H1K1,1100.0,60.966
H1K1,1000.0,59.831
H1K1,900.0,58.44
H1K1,800.0,56.818999999999996
H1K1,700.0,54.606
H1K1,600.0,51.923
H1K1,500.0,48.534
H1K1,400.0,44.14100000000001
H1K1,300.0,38.074
H1K1,298.0,37.907
Mg1O4W1,1900.0,195.602
Mg1O4W1,1800.0,191.0
Mg1O4W1,1700.0,186.606
Mg1O4W1,1600.0,182.00400000000002
Mg1O4W1,1500.0,177.611
Mg1O4W1,1400.0,173.00799999999995
Mg1O4W1,1300.0,168.615
Mg1O4W1,1200.0,164.013
Mg1O4W1,1100.0,159.41
Mg1O4W1,1000.0,154.808
Mg1O4W1,900.0,150.415
Mg1O4W1,800.0,146.14700000000005
Mg1O4W1,700.0,141.67
Mg1O4W1,600.0,137.026
Mg1O4W1,500.0,131.58700000000002
Mg1O4W1,400.0,123.428
Mg1O4W1,300.0,109.62100000000001
Mg1O4W1,298.0,109.07700000000001
I4Ti1,379.0,148.114
I4Ti1,300.0,125.947
I4Ti1,298.0,125.62899999999999
H1K1O1,298.0,64.89399999999999
H1K1O1,1400.0,78.65899999999998
H1K1O1,1300.0,78.65899999999998
H1K1O1,1200.0,78.65899999999998
H1K1O1,1100.0,78.65899999999998
H1K1O1,1000.0,78.65899999999998
H1K1O1,900.0,78.65899999999998
H1K1O1,800.0,78.65899999999998
H1K1O1,700.0,78.65899999999998
H1K1O1,679.0,78.65899999999998
H1K1O1,600.0,78.65899999999998
H1K1O1,516.0,80.961
H1K1O1,516.0,78.65899999999998
H1K1O1,500.0,79.58
H1K1O1,400.0,71.672
H1K1O1,300.0,65.01100000000001
I2,600.0,96.816
I2,500.0,81.207
I2,450.0,73.402
I2,400.0,65.598
I2,386.75,63.545
I2,350.0,58.605
I2,300.0,54.506
I2,298.0,54.43600000000001
Mn1,1800.0,48.44600000000001
Mn1,1700.0,47.623999999999995
Mn1,1600.0,46.803000000000004
Mn1,1519.0,46.108000000000004
Mn1,1500.0,45.982
Mn1,1412.0,43.513999999999996
Mn1,1412.0,45.229
Mn1,1400.0,43.43
Mn1,1361.0,39.204
Mn1,1361.0,43.095
Mn1,1300.0,38.953
Mn1,1200.0,38.535
Mn1,1100.0,38.116
Mn1,1000.0,37.698
Mn1,980.0,37.545
Mn1,980.0,37.571999999999996
Mn1,900.0,36.384
Mn1,800.0,34.915
Mn1,700.0,33.426
Mn1,600.0,31.899
Mn1,500.0,30.291999999999998
Mn1,450.0,30.02
Mn1,400.0,28.526999999999997
Mn1,350.0,27.516
Mn1,300.0,26.346999999999998
Mn1,298.0,26.299
F1K1,298.0,48.982
F1K1,1900.0,71.128
F1K1,1800.0,71.128
F1K1,1700.0,71.128
F1K1,1600.0,70.919
F1K1,1500.0,70.5
F1K1,1400.0,69.789
F1K1,1300.0,68.618
F1K1,1200.0,66.777
F1K1,1131.0,64.852
F1K1,1100.0,63.848
F1K1,1000.0,61.17
F1K1,900.0,59.078
F1K1,800.0,57.403999999999996
F1K1,700.0,55.856
F1K1,600.0,54.26600000000001
F1K1,500.0,52.718
F1K1,400.0,51.045
F1K1,300.0,49.022
Li2O3Si1,2400.0,186.46099999999998
Li2O3Si1,2300.0,184.565
Li2O3Si1,2200.0,182.59
Li2O3Si1,2100.0,180.537
Li2O3Si1,2000.0,178.40599999999995
Li2O3Si1,1900.0,176.188
Li2O3Si1,1800.0,173.887
Li2O3Si1,1700.0,171.502
Li2O3Si1,1600.0,169.03400000000005
Li2O3Si1,1500.0,166.523
Li2O3Si1,1474.0,165.856
Li2O3Si1,1400.0,163.942
Li2O3Si1,1300.0,161.293
Li2O3Si1,1200.0,158.57399999999996
Li2O3Si1,1100.0,155.576
Li2O3Si1,1000.0,152.30200000000005
Li2O3Si1,900.0,148.565
Li2O3Si1,800.0,144.43200000000004
Li2O3Si1,700.0,139.649
Li2O3Si1,600.0,134.306
Li2O3Si1,500.0,127.809
Li2O3Si1,400.0,118.82600000000001
Li2O3Si1,300.0,101.01
Li2O3Si1,298.0,100.56700000000001
K2O1,1900.0,150.083
K2O1,1800.0,145.993
K2O1,1700.0,141.91
K2O1,1600.0,137.833
K2O1,1500.0,133.762
K2O1,1400.0,129.69899999999998
K2O1,1300.0,125.64200000000001
K2O1,1200.0,121.59200000000001
K2O1,1100.0,117.54899999999999
K2O1,1000.0,113.512
K2O1,900.0,109.455
K2O1,800.0,105.395
K2O1,700.0,101.384
K2O1,600.0,97.404
K2O1,500.0,94.266
K2O1,400.0,91.546
K2O1,300.0,83.889
K2O1,298.0,83.68
Mg1O4S1,2400.0,186.25900000000001
Mg1O4S1,2300.0,185.067
Mg1O4S1,2200.0,183.80700000000002
Mg1O4S1,2100.0,182.468
Mg1O4S1,2000.0,181.033
Mg1O4S1,1900.0,179.477
Mg1O4S1,1800.0,177.778
Mg1O4S1,1700.0,175.895
Mg1O4S1,1600.0,173.787
Mg1O4S1,1500.0,171.389
Mg1O4S1,1400.0,168.61900000000003
Mg1O4S1,1400.0,168.61900000000003
Mg1O4S1,1300.0,165.352
Mg1O4S1,1200.0,161.41899999999995
Mg1O4S1,1100.0,156.691
Mg1O4S1,1000.0,151.67
Mg1O4S1,900.0,146.231
Mg1O4S1,800.0,140.499
Mg1O4S1,700.0,134.306
Mg1O4S1,600.0,127.61200000000001
Mg1O4S1,500.0,119.411
Mg1O4S1,400.0,109.99700000000001
Mg1O4S1,300.0,96.441
Mg1O4S1,298.0,96.23200000000001
Al1Na1O2,298.0,73.638
Al1Na1O2,2900.0,129.243
Al1Na1O2,2800.0,128.666
Al1Na1O2,2700.0,127.973
Al1Na1O2,2600.0,127.163
Al1Na1O2,2500.0,126.23700000000001
Al1Na1O2,2400.0,125.194
